key,date_time,wind_34_ne,wind_34_se,wind_34_sw,wind_34_nw,wind_50_ne,wind_50_se,wind_50_sw,wind_50_nw,wind_64_ne,wind_64_se,wind_64_sw,wind_64_nw
AL012007,2007-05-07T12:00:00Z,420,60,200,360,300,NA,90,180,180,NA,NA,NA
AL012007,2007-05-07T18:00:00Z,480,30,240,360,300,NA,120,180,120,NA,NA,NA
AL012007,2007-05-08T00:00:00Z,480,NA,280,300,320,NA,175,240,NA,NA,NA,NA
AL012007,2007-05-08T06:00:00Z,300,180,150,240,150,NA,NA,180,NA,NA,NA,NA
AL012007,2007-05-08T12:00:00Z,200,180,150,240,120,NA,NA,120,NA,NA,NA,NA
AL012007,2007-05-08T18:00:00Z,150,120,120,150,120,NA,NA,120,NA,NA,NA,NA
AL012007,2007-05-09T00:00:00Z,150,120,110,140,75,NA,NA,75,NA,NA,NA,NA
AL012007,2007-05-09T06:00:00Z,175,120,110,120,75,NA,NA,75,NA,NA,NA,NA
AL012007,2007-05-09T12:00:00Z,120,100,90,60,NA,NA,NA,NA,NA,NA,NA,NA
AL012007,2007-05-09T18:00:00Z,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL012007,2007-05-10T00:00:00Z,90,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL012007,2007-05-10T06:00:00Z,90,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL022007,2007-06-01T18:00:00Z,80,40,30,30,NA,NA,NA,NA,NA,NA,NA,NA
AL022007,2007-06-02T00:00:00Z,80,40,30,50,20,NA,NA,20,NA,NA,NA,NA
AL022007,2007-06-02T06:00:00Z,80,40,30,80,NA,NA,NA,NA,NA,NA,NA,NA
AL022007,2007-06-02T12:00:00Z,80,40,30,80,NA,NA,NA,NA,NA,NA,NA,NA
AL022007,2007-06-03T00:00:00Z,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL022007,2007-06-03T06:00:00Z,120,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL022007,2007-06-03T12:00:00Z,125,150,125,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL022007,2007-06-03T18:00:00Z,150,150,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL022007,2007-06-04T00:00:00Z,150,150,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL022007,2007-06-04T06:00:00Z,150,150,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL022007,2007-06-04T12:00:00Z,150,150,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL022007,2007-06-04T18:00:00Z,150,150,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL022007,2007-06-05T00:00:00Z,150,150,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL032007,2007-07-31T06:00:00Z,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL032007,2007-07-31T12:00:00Z,90,150,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
AL032007,2007-07-31T18:00:00Z,90,175,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
AL032007,2007-08-01T00:00:00Z,90,175,60,60,NA,NA,NA,NA,NA,NA,NA,NA
AL032007,2007-08-01T06:00:00Z,90,175,60,60,NA,NA,NA,NA,NA,NA,NA,NA
AL032007,2007-08-01T12:00:00Z,90,175,60,60,NA,90,NA,NA,NA,NA,NA,NA
AL032007,2007-08-01T18:00:00Z,100,300,75,60,50,180,NA,NA,NA,NA,NA,NA
AL032007,2007-08-02T00:00:00Z,125,300,150,100,75,180,NA,NA,NA,NA,NA,NA
AL032007,2007-08-02T06:00:00Z,250,350,250,200,175,250,NA,NA,NA,NA,NA,NA
AL032007,2007-08-02T12:00:00Z,250,350,250,200,175,250,NA,NA,NA,NA,NA,NA
AL032007,2007-08-02T18:00:00Z,250,350,250,200,175,250,NA,NA,NA,NA,NA,NA
AL032007,2007-08-03T00:00:00Z,250,350,250,200,175,250,NA,NA,NA,NA,NA,NA
AL032007,2007-08-03T06:00:00Z,250,350,250,200,175,250,NA,NA,NA,NA,NA,NA
AL032007,2007-08-03T12:00:00Z,250,350,250,200,175,250,NA,NA,NA,NA,NA,NA
AL032007,2007-08-03T18:00:00Z,250,400,400,200,175,250,NA,NA,NA,NA,NA,NA
AL032007,2007-08-04T00:00:00Z,250,400,400,200,175,250,NA,NA,NA,NA,NA,NA
AL032007,2007-08-04T06:00:00Z,250,350,350,200,175,250,NA,NA,NA,NA,NA,NA
AL032007,2007-08-04T12:00:00Z,250,350,350,200,175,250,NA,NA,NA,NA,NA,NA
AL032007,2007-08-04T18:00:00Z,250,350,250,200,NA,NA,NA,NA,NA,NA,NA,NA
AL032007,2007-08-05T00:00:00Z,250,350,250,200,NA,NA,NA,NA,NA,NA,NA,NA
AL032007,2007-08-05T06:00:00Z,250,300,250,200,NA,NA,NA,NA,NA,NA,NA,NA
AL032007,2007-08-05T12:00:00Z,250,300,250,200,NA,NA,NA,NA,NA,NA,NA,NA
AL042007,2007-08-14T12:00:00Z,30,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA
AL042007,2007-08-14T18:00:00Z,45,30,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
AL042007,2007-08-15T00:00:00Z,45,45,30,45,25,NA,NA,NA,NA,NA,NA,NA
AL042007,2007-08-15T06:00:00Z,45,45,30,45,20,NA,NA,NA,NA,NA,NA,NA
AL042007,2007-08-15T12:00:00Z,45,45,30,45,20,NA,NA,20,NA,NA,NA,NA
AL042007,2007-08-15T18:00:00Z,60,45,30,45,20,NA,NA,20,NA,NA,NA,NA
AL042007,2007-08-16T00:00:00Z,60,45,30,45,20,NA,NA,20,NA,NA,NA,NA
AL042007,2007-08-16T06:00:00Z,60,45,30,60,30,20,NA,30,20,NA,NA,15
AL042007,2007-08-16T12:00:00Z,90,75,40,75,40,20,10,40,20,15,5,15
AL042007,2007-08-16T18:00:00Z,120,75,40,120,50,25,10,50,20,20,5,20
AL042007,2007-08-17T00:00:00Z,120,75,40,120,50,25,10,50,20,20,5,20
AL042007,2007-08-17T06:00:00Z,120,90,40,120,50,35,10,50,20,20,5,20
AL042007,2007-08-17T12:00:00Z,120,100,50,160,80,50,20,50,20,20,10,20
AL042007,2007-08-17T18:00:00Z,160,120,70,160,80,60,30,70,25,20,20,25
AL042007,2007-08-18T00:00:00Z,180,120,100,180,100,60,50,100,50,30,30,50
AL042007,2007-08-18T06:00:00Z,180,120,100,180,100,60,50,100,50,30,30,50
AL042007,2007-08-18T12:00:00Z,200,120,100,180,100,60,50,100,50,35,30,50
AL042007,2007-08-18T18:00:00Z,200,130,100,150,100,60,50,100,50,40,30,50
AL042007,2007-08-19T00:00:00Z,180,120,100,150,90,70,70,90,50,40,40,50
AL042007,2007-08-19T06:00:00Z,180,120,100,150,90,70,70,90,50,40,40,50
AL042007,2007-08-19T12:00:00Z,180,150,100,150,90,70,70,90,50,40,40,50
AL042007,2007-08-19T18:00:00Z,180,150,75,120,80,70,50,80,50,50,30,50
AL042007,2007-08-20T00:00:00Z,180,150,75,120,80,70,50,80,50,50,30,50
AL042007,2007-08-20T06:00:00Z,180,150,75,120,80,70,50,75,50,40,30,50
AL042007,2007-08-20T12:00:00Z,150,150,85,120,90,75,50,75,50,40,30,50
AL042007,2007-08-20T18:00:00Z,150,150,85,120,90,75,50,75,50,40,30,50
AL042007,2007-08-21T00:00:00Z,150,150,90,125,100,75,50,100,50,40,30,50
AL042007,2007-08-21T06:00:00Z,180,180,90,125,100,75,50,100,50,40,30,50
AL042007,2007-08-21T12:00:00Z,210,210,75,90,60,60,40,60,40,40,20,30
AL042007,2007-08-21T18:00:00Z,175,120,60,120,60,60,40,60,30,30,20,30
AL042007,2007-08-22T00:00:00Z,175,100,75,120,75,60,60,60,30,30,20,30
AL042007,2007-08-22T06:00:00Z,175,100,100,160,100,70,80,80,60,NA,NA,60
AL042007,2007-08-22T12:00:00Z,200,120,90,160,140,75,75,90,60,NA,NA,60
AL042007,2007-08-22T18:00:00Z,240,100,50,75,75,30,NA,30,30,NA,NA,20
AL052007,2007-08-15T18:00:00Z,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL052007,2007-08-16T00:00:00Z,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL052007,2007-08-16T06:00:00Z,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL052007,2007-08-19T06:00:00Z,45,45,NA,NA,15,NA,NA,NA,NA,NA,NA,NA
AL052007,2007-08-19T12:00:00Z,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL062007,2007-09-01T00:00:00Z,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL062007,2007-09-01T06:00:00Z,30,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA
AL062007,2007-09-01T12:00:00Z,50,20,NA,50,20,NA,NA,NA,NA,NA,NA,NA
AL062007,2007-09-01T18:00:00Z,90,50,40,90,25,15,15,25,NA,NA,NA,NA
AL062007,2007-09-02T00:00:00Z,90,50,40,90,25,15,15,25,15,NA,NA,NA
AL062007,2007-09-02T06:00:00Z,100,75,40,90,35,20,20,35,15,10,10,15
AL062007,2007-09-02T12:00:00Z,100,75,40,90,40,30,25,35,20,15,15,20
AL062007,2007-09-02T18:00:00Z,100,75,40,100,40,35,25,40,25,20,15,25
AL062007,2007-09-03T00:00:00Z,100,75,40,100,45,35,25,40,25,20,15,25
AL062007,2007-09-03T06:00:00Z,100,60,40,100,50,25,25,50,25,15,15,25
AL062007,2007-09-03T12:00:00Z,100,60,40,80,50,30,25,45,25,15,15,25
AL062007,2007-09-03T18:00:00Z,100,60,40,80,50,35,25,40,25,15,15,25
AL062007,2007-09-04T00:00:00Z,90,60,40,75,50,40,25,45,30,20,15,30
AL062007,2007-09-04T06:00:00Z,100,60,40,90,60,40,25,60,40,20,15,40
AL062007,2007-09-04T12:00:00Z,100,60,30,100,60,40,20,60,40,20,10,40
AL062007,2007-09-04T18:00:00Z,75,40,30,75,40,20,20,40,25,15,10,25
AL062007,2007-09-05T00:00:00Z,40,25,25,40,25,NA,NA,NA,NA,NA,NA,NA
AL072007,2007-09-08T00:00:00Z,125,NA,NA,125,NA,NA,NA,NA,NA,NA,NA,NA
AL072007,2007-09-08T06:00:00Z,100,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA
AL072007,2007-09-08T12:00:00Z,100,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA
AL072007,2007-09-08T18:00:00Z,50,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
AL072007,2007-09-09T00:00:00Z,40,20,NA,75,NA,NA,NA,NA,NA,NA,NA,NA
AL072007,2007-09-09T06:00:00Z,30,20,40,40,NA,NA,NA,NA,NA,NA,NA,NA
AL072007,2007-09-09T12:00:00Z,30,30,40,30,NA,NA,15,NA,NA,NA,NA,NA
AL072007,2007-09-09T18:00:00Z,45,60,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL072007,2007-09-10T00:00:00Z,30,75,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL082007,2007-09-13T06:00:00Z,45,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL082007,2007-09-13T12:00:00Z,45,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL082007,2007-09-13T18:00:00Z,45,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL082007,2007-09-14T00:00:00Z,45,45,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
AL082007,2007-09-14T06:00:00Z,45,45,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
AL082007,2007-09-14T12:00:00Z,45,45,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
AL082007,2007-09-14T18:00:00Z,45,45,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
AL082007,2007-09-15T00:00:00Z,45,35,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
AL082007,2007-09-15T06:00:00Z,45,35,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
AL082007,2007-09-15T12:00:00Z,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL092007,2007-09-12T12:00:00Z,30,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL092007,2007-09-12T18:00:00Z,30,50,10,20,NA,NA,NA,NA,NA,NA,NA,NA
AL092007,2007-09-13T00:00:00Z,50,50,20,20,25,25,NA,NA,NA,NA,NA,NA
AL092007,2007-09-13T06:00:00Z,50,50,25,25,30,30,NA,NA,15,NA,NA,NA
AL092007,2007-09-13T12:00:00Z,30,30,20,25,20,20,NA,NA,15,NA,NA,NA
AL092007,2007-09-13T18:00:00Z,25,25,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL112007,2007-09-23T06:00:00Z,60,90,90,75,NA,NA,NA,NA,NA,NA,NA,NA
AL112007,2007-09-23T12:00:00Z,60,90,90,75,NA,NA,NA,NA,NA,NA,NA,NA
AL112007,2007-09-23T18:00:00Z,60,90,90,75,NA,NA,NA,NA,NA,NA,NA,NA
AL112007,2007-09-24T00:00:00Z,90,60,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
AL112007,2007-09-24T06:00:00Z,90,90,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
AL112007,2007-09-24T12:00:00Z,90,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL122007,2007-09-25T06:00:00Z,40,30,NA,40,NA,NA,NA,NA,NA,NA,NA,NA
AL122007,2007-09-25T12:00:00Z,40,30,NA,40,NA,NA,NA,NA,NA,NA,NA,NA
AL122007,2007-09-25T18:00:00Z,40,30,NA,40,NA,NA,NA,NA,NA,NA,NA,NA
AL122007,2007-09-26T00:00:00Z,60,30,NA,40,NA,NA,NA,NA,NA,NA,NA,NA
AL122007,2007-09-26T06:00:00Z,60,30,NA,40,40,NA,NA,NA,NA,NA,NA,NA
AL122007,2007-09-26T12:00:00Z,90,60,40,45,60,40,25,30,40,30,NA,15
AL122007,2007-09-26T18:00:00Z,120,90,40,90,90,60,25,45,50,40,NA,NA
AL122007,2007-09-27T00:00:00Z,180,150,45,150,150,105,25,90,NA,NA,NA,NA
AL122007,2007-09-27T06:00:00Z,180,150,45,150,150,105,25,75,NA,NA,NA,NA
AL122007,2007-09-27T12:00:00Z,170,140,40,100,120,100,20,40,NA,NA,NA,NA
AL122007,2007-09-27T18:00:00Z,150,140,40,80,60,60,20,30,NA,NA,NA,NA
AL122007,2007-09-28T00:00:00Z,150,140,40,80,60,60,20,30,NA,NA,NA,NA
AL122007,2007-09-28T06:00:00Z,130,120,40,70,NA,NA,NA,NA,NA,NA,NA,NA
AL122007,2007-09-28T12:00:00Z,130,120,30,30,NA,NA,NA,NA,NA,NA,NA,NA
AL122007,2007-09-28T18:00:00Z,140,130,30,30,NA,NA,NA,NA,NA,NA,NA,NA
AL122007,2007-09-29T00:00:00Z,180,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL132007,2007-09-27T12:00:00Z,NA,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA
AL132007,2007-09-27T18:00:00Z,30,30,60,30,NA,20,30,NA,NA,NA,NA,NA
AL132007,2007-09-28T00:00:00Z,40,40,60,40,15,30,30,15,10,20,20,10
AL132007,2007-09-28T06:00:00Z,40,40,60,40,15,30,30,15,10,20,20,10
AL142007,2007-09-29T06:00:00Z,60,60,30,60,NA,NA,NA,NA,NA,NA,NA,NA
AL142007,2007-09-29T12:00:00Z,60,60,30,60,NA,NA,NA,NA,NA,NA,NA,NA
AL142007,2007-09-29T18:00:00Z,60,60,30,60,NA,NA,NA,NA,NA,NA,NA,NA
AL142007,2007-09-30T00:00:00Z,60,60,30,60,NA,NA,NA,NA,NA,NA,NA,NA
AL152007,2007-10-16T12:00:00Z,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL152007,2007-10-16T18:00:00Z,150,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL152007,2007-10-17T00:00:00Z,150,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL152007,2007-10-17T06:00:00Z,150,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL152007,2007-10-17T12:00:00Z,150,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL152007,2007-10-17T18:00:00Z,150,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL162007,2007-10-28T12:00:00Z,100,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA
AL162007,2007-10-28T18:00:00Z,100,60,NA,75,40,NA,NA,40,NA,NA,NA,NA
AL162007,2007-10-29T00:00:00Z,120,90,NA,75,40,NA,NA,40,NA,NA,NA,NA
AL162007,2007-10-29T06:00:00Z,150,150,NA,75,NA,NA,NA,NA,NA,NA,NA,NA
AL162007,2007-10-29T12:00:00Z,175,150,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
AL162007,2007-10-29T18:00:00Z,175,150,NA,100,NA,NA,NA,NA,NA,NA,NA,NA
AL162007,2007-10-30T00:00:00Z,175,150,NA,100,NA,NA,NA,NA,NA,NA,NA,NA
AL162007,2007-10-30T06:00:00Z,175,150,NA,100,30,NA,NA,30,NA,NA,NA,NA
AL162007,2007-10-30T12:00:00Z,175,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL162007,2007-10-30T18:00:00Z,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL162007,2007-10-31T00:00:00Z,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL162007,2007-10-31T06:00:00Z,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL162007,2007-10-31T12:00:00Z,100,100,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
AL162007,2007-10-31T18:00:00Z,100,100,NA,100,NA,NA,NA,NA,NA,NA,NA,NA
AL162007,2007-11-01T00:00:00Z,125,100,NA,115,50,50,NA,NA,NA,NA,NA,NA
AL162007,2007-11-01T06:00:00Z,125,100,NA,115,50,50,NA,NA,NA,NA,NA,NA
AL162007,2007-11-01T12:00:00Z,150,100,NA,100,50,50,NA,NA,NA,NA,NA,NA
AL162007,2007-11-01T18:00:00Z,175,125,30,100,75,60,NA,NA,NA,NA,NA,NA
AL162007,2007-11-02T00:00:00Z,200,175,60,100,75,60,NA,NA,40,NA,NA,NA
AL162007,2007-11-02T06:00:00Z,250,250,75,120,90,90,35,40,40,NA,25,25
AL162007,2007-11-02T12:00:00Z,250,270,75,150,100,100,50,100,60,30,30,60
AL162007,2007-11-02T18:00:00Z,300,270,90,150,100,100,60,100,NA,30,30,60
AL162007,2007-11-03T00:00:00Z,360,300,240,330,100,125,100,100,NA,75,75,60
AL162007,2007-11-03T06:00:00Z,450,360,240,330,140,175,140,150,NA,100,NA,90
AL162007,2007-11-03T12:00:00Z,540,390,240,330,180,210,180,200,NA,100,NA,120
AL162007,2007-11-03T18:00:00Z,540,390,240,300,180,210,180,200,NA,90,NA,120
AL162007,2007-11-04T00:00:00Z,540,390,240,300,180,210,180,200,NA,60,NA,120
AL162007,2007-11-04T06:00:00Z,580,390,240,125,200,225,90,75,NA,60,NA,30
AL162007,2007-11-04T12:00:00Z,450,400,250,125,240,240,NA,NA,NA,NA,NA,NA
AL162007,2007-11-04T18:00:00Z,450,400,250,125,240,240,NA,NA,NA,NA,NA,NA
AL162007,2007-11-05T00:00:00Z,450,475,250,125,270,270,NA,NA,NA,NA,NA,NA
AL162007,2007-11-05T06:00:00Z,450,475,250,175,270,270,NA,NA,NA,NA,NA,NA
AL162007,2007-11-05T12:00:00Z,420,475,250,175,270,270,NA,NA,NA,NA,NA,NA
AL162007,2007-11-05T18:00:00Z,420,475,250,125,270,270,NA,NA,NA,NA,NA,NA
AL162007,2007-11-06T00:00:00Z,210,540,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL172007,2007-12-10T12:00:00Z,175,NA,NA,175,NA,NA,NA,NA,NA,NA,NA,NA
AL172007,2007-12-10T18:00:00Z,175,NA,NA,175,NA,NA,NA,NA,NA,NA,NA,NA
AL172007,2007-12-11T00:00:00Z,175,NA,NA,175,NA,NA,NA,NA,NA,NA,NA,NA
AL172007,2007-12-11T06:00:00Z,200,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA
AL172007,2007-12-11T12:00:00Z,225,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA
AL172007,2007-12-11T18:00:00Z,225,30,NA,175,90,NA,NA,NA,NA,NA,NA,NA
AL172007,2007-12-12T00:00:00Z,225,75,NA,175,60,NA,NA,40,NA,NA,NA,NA
AL172007,2007-12-12T06:00:00Z,300,NA,NA,175,NA,NA,NA,NA,NA,NA,NA,NA
AL172007,2007-12-12T12:00:00Z,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL012008,2008-05-31T00:00:00Z,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL012008,2008-05-31T06:00:00Z,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL012008,2008-05-31T09:00:00Z,200,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL012008,2008-05-31T12:00:00Z,225,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL012008,2008-05-31T18:00:00Z,225,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL012008,2008-06-01T00:00:00Z,150,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL012008,2008-06-01T06:00:00Z,175,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL022008,2008-07-03T12:00:00Z,30,30,NA,30,NA,NA,NA,NA,NA,NA,NA,NA
AL022008,2008-07-03T18:00:00Z,30,30,NA,30,NA,NA,NA,NA,NA,NA,NA,NA
AL022008,2008-07-04T00:00:00Z,60,30,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
AL022008,2008-07-04T06:00:00Z,60,30,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
AL022008,2008-07-04T12:00:00Z,75,30,NA,75,NA,NA,NA,NA,NA,NA,NA,NA
AL022008,2008-07-04T18:00:00Z,75,30,NA,75,NA,NA,NA,NA,NA,NA,NA,NA
AL022008,2008-07-05T00:00:00Z,75,30,NA,75,NA,NA,NA,NA,NA,NA,NA,NA
AL022008,2008-07-05T06:00:00Z,75,30,NA,75,NA,NA,NA,NA,NA,NA,NA,NA
AL022008,2008-07-05T12:00:00Z,75,30,NA,75,NA,NA,NA,NA,NA,NA,NA,NA
AL022008,2008-07-05T18:00:00Z,75,30,NA,75,NA,NA,NA,NA,NA,NA,NA,NA
AL022008,2008-07-06T00:00:00Z,75,30,NA,75,NA,NA,NA,NA,NA,NA,NA,NA
AL022008,2008-07-06T06:00:00Z,75,30,NA,75,NA,NA,NA,NA,NA,NA,NA,NA
AL022008,2008-07-06T12:00:00Z,75,30,NA,75,NA,NA,NA,NA,NA,NA,NA,NA
AL022008,2008-07-06T18:00:00Z,75,30,NA,75,NA,NA,NA,NA,NA,NA,NA,NA
AL022008,2008-07-07T00:00:00Z,75,30,NA,75,30,NA,NA,30,NA,NA,NA,NA
AL022008,2008-07-07T06:00:00Z,100,60,45,100,50,30,20,50,20,NA,NA,20
AL022008,2008-07-07T12:00:00Z,100,60,45,100,50,30,20,50,20,NA,NA,20
AL022008,2008-07-07T18:00:00Z,100,60,45,100,50,30,20,50,20,NA,NA,20
AL022008,2008-07-07T21:00:00Z,100,60,45,100,50,30,20,50,20,NA,NA,20
AL022008,2008-07-08T00:00:00Z,100,60,45,100,50,30,20,50,20,NA,NA,20
AL022008,2008-07-08T06:00:00Z,100,60,45,100,50,40,30,50,25,15,15,25
AL022008,2008-07-08T12:00:00Z,100,60,45,100,50,40,30,50,25,15,15,25
AL022008,2008-07-08T18:00:00Z,90,45,45,90,45,20,20,30,25,15,15,15
AL022008,2008-07-09T00:00:00Z,90,45,45,90,45,30,30,30,25,15,15,15
AL022008,2008-07-09T06:00:00Z,90,45,45,90,45,30,30,30,25,15,15,15
AL022008,2008-07-09T12:00:00Z,120,60,45,90,50,30,30,30,25,15,15,15
AL022008,2008-07-09T18:00:00Z,120,60,60,90,50,30,30,30,25,15,15,15
AL022008,2008-07-10T00:00:00Z,120,60,60,90,50,30,30,30,25,15,15,15
AL022008,2008-07-10T06:00:00Z,120,75,75,90,50,40,30,30,25,15,15,15
AL022008,2008-07-10T12:00:00Z,120,75,75,90,50,40,30,30,25,15,15,15
AL022008,2008-07-10T18:00:00Z,120,75,75,90,50,40,30,30,25,15,15,15
AL022008,2008-07-11T00:00:00Z,120,90,90,100,60,50,50,50,25,15,15,15
AL022008,2008-07-11T06:00:00Z,120,90,90,100,60,50,50,50,25,15,15,15
AL022008,2008-07-11T12:00:00Z,120,90,90,100,60,50,50,50,25,15,15,15
AL022008,2008-07-11T18:00:00Z,120,120,100,120,75,75,60,60,45,45,15,30
AL022008,2008-07-12T00:00:00Z,120,120,100,120,75,75,60,60,30,30,30,30
AL022008,2008-07-12T06:00:00Z,120,120,100,80,75,75,60,60,30,30,30,30
AL022008,2008-07-12T12:00:00Z,150,150,150,120,75,75,60,60,30,30,30,30
AL022008,2008-07-12T18:00:00Z,150,180,150,150,75,90,60,45,30,30,NA,NA
AL022008,2008-07-13T00:00:00Z,150,150,120,120,60,60,60,60,30,30,NA,NA
AL022008,2008-07-13T06:00:00Z,150,150,120,120,60,60,60,60,30,30,NA,NA
AL022008,2008-07-13T12:00:00Z,150,150,120,120,60,60,60,60,NA,NA,NA,NA
AL022008,2008-07-13T18:00:00Z,150,150,100,100,60,60,60,60,NA,NA,NA,NA
AL022008,2008-07-14T00:00:00Z,120,150,100,100,60,60,60,60,NA,NA,NA,NA
AL022008,2008-07-14T06:00:00Z,120,150,100,100,60,40,60,50,NA,NA,NA,NA
AL022008,2008-07-14T12:00:00Z,120,150,100,100,60,60,60,60,NA,NA,NA,NA
AL022008,2008-07-14T18:00:00Z,120,150,120,90,60,60,60,45,NA,NA,NA,NA
AL022008,2008-07-15T00:00:00Z,120,100,120,100,60,60,60,60,NA,NA,NA,NA
AL022008,2008-07-15T06:00:00Z,120,120,100,100,60,60,60,60,NA,NA,NA,NA
AL022008,2008-07-15T12:00:00Z,100,120,100,100,75,90,75,75,NA,NA,NA,NA
AL022008,2008-07-15T18:00:00Z,100,120,100,100,75,90,75,75,NA,NA,NA,NA
AL022008,2008-07-16T00:00:00Z,100,120,100,100,75,90,75,75,NA,NA,NA,NA
AL022008,2008-07-16T06:00:00Z,100,120,100,100,75,90,75,75,NA,NA,NA,NA
AL022008,2008-07-16T12:00:00Z,100,120,100,100,70,90,60,50,NA,NA,NA,NA
AL022008,2008-07-16T18:00:00Z,100,120,100,100,70,90,60,50,NA,NA,NA,NA
AL022008,2008-07-17T00:00:00Z,100,140,100,100,60,75,60,50,NA,NA,NA,NA
AL022008,2008-07-17T06:00:00Z,100,140,100,100,60,60,45,45,NA,NA,NA,NA
AL022008,2008-07-17T12:00:00Z,90,120,120,90,60,70,60,NA,NA,NA,NA,NA
AL022008,2008-07-17T18:00:00Z,90,120,120,90,60,70,60,NA,NA,NA,NA,NA
AL022008,2008-07-18T00:00:00Z,90,120,120,90,60,70,60,NA,NA,NA,NA,NA
AL022008,2008-07-18T06:00:00Z,90,120,120,90,60,70,60,NA,NA,NA,NA,NA
AL022008,2008-07-18T12:00:00Z,110,150,110,75,35,50,35,NA,NA,NA,NA,NA
AL022008,2008-07-18T18:00:00Z,110,150,110,75,35,50,35,35,NA,40,NA,NA
AL022008,2008-07-19T00:00:00Z,110,150,110,75,35,50,35,35,NA,40,NA,NA
