key,date_time,wind_34_ne,wind_34_se,wind_34_sw,wind_34_nw,wind_50_ne,wind_50_se,wind_50_sw,wind_50_nw,wind_64_ne,wind_64_se,wind_64_sw,wind_64_nw
AL022008,2008-07-19T06:00:00Z,110,150,110,75,35,50,35,35,NA,40,NA,NA
AL022008,2008-07-19T12:00:00Z,175,175,110,75,75,50,50,40,40,40,NA,NA
AL022008,2008-07-19T18:00:00Z,175,200,110,75,75,100,50,40,40,40,NA,NA
AL022008,2008-07-20T00:00:00Z,150,200,100,75,50,100,50,30,NA,NA,NA,NA
AL022008,2008-07-20T06:00:00Z,150,200,100,75,50,100,50,25,NA,NA,NA,NA
AL022008,2008-07-20T12:00:00Z,150,200,100,150,50,150,50,50,NA,NA,NA,NA
AL022008,2008-07-20T18:00:00Z,180,240,150,NA,NA,90,NA,NA,NA,NA,NA,NA
AL022008,2008-07-21T00:00:00Z,150,300,180,NA,NA,120,NA,NA,NA,NA,NA,NA
AL022008,2008-07-21T06:00:00Z,120,330,240,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL032008,2008-07-19T12:00:00Z,75,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL032008,2008-07-19T18:00:00Z,75,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL032008,2008-07-20T00:00:00Z,75,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL032008,2008-07-20T06:00:00Z,75,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL032008,2008-07-20T12:00:00Z,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL032008,2008-07-20T18:00:00Z,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL032008,2008-07-21T00:00:00Z,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL032008,2008-07-21T06:00:00Z,NA,110,50,NA,NA,45,NA,NA,NA,NA,NA,NA
AL032008,2008-07-21T12:00:00Z,60,110,60,NA,NA,45,NA,NA,NA,NA,NA,NA
AL032008,2008-07-21T18:00:00Z,60,110,60,NA,NA,45,NA,NA,NA,NA,NA,NA
AL032008,2008-07-22T00:00:00Z,75,90,45,NA,NA,45,NA,NA,NA,NA,NA,NA
AL032008,2008-07-22T06:00:00Z,75,90,45,NA,NA,45,NA,NA,NA,NA,NA,NA
AL032008,2008-07-22T12:00:00Z,75,90,45,NA,NA,45,NA,NA,NA,NA,NA,NA
AL032008,2008-07-22T18:00:00Z,60,90,45,NA,NA,45,NA,NA,NA,NA,NA,NA
AL032008,2008-07-23T00:00:00Z,60,75,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL032008,2008-07-23T06:00:00Z,45,75,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL042008,2008-07-20T12:00:00Z,100,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL042008,2008-07-20T18:00:00Z,150,150,NA,150,NA,NA,NA,NA,NA,NA,NA,NA
AL042008,2008-07-21T00:00:00Z,150,150,NA,150,NA,NA,NA,NA,NA,NA,NA,NA
AL042008,2008-07-21T05:30:00Z,150,150,NA,150,NA,NA,NA,NA,NA,NA,NA,NA
AL042008,2008-07-21T06:00:00Z,150,150,NA,150,NA,NA,NA,NA,NA,NA,NA,NA
AL042008,2008-07-21T12:00:00Z,150,150,NA,150,NA,NA,NA,NA,NA,NA,NA,NA
AL042008,2008-07-21T18:00:00Z,150,120,NA,120,NA,NA,NA,NA,NA,NA,NA,NA
AL042008,2008-07-22T00:00:00Z,150,120,30,120,NA,NA,NA,NA,NA,NA,NA,NA
AL042008,2008-07-22T06:00:00Z,140,120,30,120,NA,NA,NA,NA,NA,NA,NA,NA
AL042008,2008-07-22T12:00:00Z,140,120,60,120,50,30,20,40,NA,NA,NA,NA
AL042008,2008-07-22T18:00:00Z,140,120,100,120,50,30,25,40,NA,NA,NA,NA
AL042008,2008-07-23T00:00:00Z,120,120,100,100,40,40,30,40,20,NA,20,20
AL042008,2008-07-23T06:00:00Z,120,120,100,100,40,40,30,40,20,NA,20,20
AL042008,2008-07-23T12:00:00Z,120,120,100,100,50,50,50,40,20,20,20,20
AL042008,2008-07-23T14:00:00Z,120,120,100,100,50,50,50,40,20,20,20,20
AL042008,2008-07-23T18:00:00Z,120,120,45,45,40,40,30,30,30,20,20,20
AL042008,2008-07-23T18:20:00Z,120,120,45,45,40,40,30,30,30,20,20,20
AL042008,2008-07-23T20:00:00Z,120,120,45,45,40,40,30,30,30,20,20,20
AL042008,2008-07-24T00:00:00Z,100,100,45,45,30,30,25,25,15,15,15,15
AL042008,2008-07-24T06:00:00Z,75,75,40,40,20,20,20,20,NA,NA,NA,NA
AL042008,2008-07-24T12:00:00Z,75,75,40,40,NA,NA,NA,NA,NA,NA,NA,NA
AL042008,2008-07-24T18:00:00Z,75,75,40,40,NA,NA,NA,NA,NA,NA,NA,NA
AL052008,2008-08-04T00:00:00Z,20,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL052008,2008-08-04T06:00:00Z,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL052008,2008-08-04T12:00:00Z,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL052008,2008-08-04T18:00:00Z,60,60,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
AL052008,2008-08-05T00:00:00Z,60,60,45,60,30,NA,NA,NA,NA,NA,NA,NA
AL052008,2008-08-05T06:00:00Z,60,60,45,60,30,NA,NA,NA,NA,NA,NA,NA
AL052008,2008-08-05T12:00:00Z,60,60,45,45,20,NA,NA,NA,NA,NA,NA,NA
AL052008,2008-08-05T18:00:00Z,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL062008,2008-08-15T18:00:00Z,75,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA
AL062008,2008-08-16T00:00:00Z,90,60,NA,75,NA,NA,NA,NA,NA,NA,NA,NA
AL062008,2008-08-16T06:00:00Z,90,60,NA,75,NA,NA,NA,NA,NA,NA,NA,NA
AL062008,2008-08-16T12:00:00Z,90,60,NA,75,NA,NA,NA,NA,NA,NA,NA,NA
AL062008,2008-08-16T18:00:00Z,90,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL062008,2008-08-17T00:00:00Z,90,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL062008,2008-08-17T06:00:00Z,90,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL062008,2008-08-17T12:00:00Z,90,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL062008,2008-08-17T18:00:00Z,90,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL062008,2008-08-18T00:00:00Z,90,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL062008,2008-08-18T06:00:00Z,30,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL062008,2008-08-18T12:00:00Z,100,90,NA,NA,65,NA,NA,NA,NA,NA,NA,NA
AL062008,2008-08-18T18:00:00Z,110,90,30,30,60,NA,NA,NA,NA,NA,NA,NA
AL062008,2008-08-19T00:00:00Z,110,90,30,30,60,NA,NA,NA,NA,NA,NA,NA
AL062008,2008-08-19T06:00:00Z,110,90,30,30,60,60,15,NA,NA,NA,NA,NA
AL062008,2008-08-19T12:00:00Z,100,90,30,30,30,30,NA,NA,NA,NA,NA,NA
AL062008,2008-08-19T18:00:00Z,120,150,30,30,20,20,NA,NA,NA,NA,NA,NA
AL062008,2008-08-20T00:00:00Z,120,120,30,30,20,20,NA,NA,NA,NA,NA,NA
AL062008,2008-08-20T06:00:00Z,120,100,30,40,20,20,NA,NA,NA,NA,NA,NA
AL062008,2008-08-20T12:00:00Z,100,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL062008,2008-08-20T18:00:00Z,120,100,NA,30,NA,NA,NA,NA,NA,NA,NA,NA
AL062008,2008-08-21T00:00:00Z,130,100,40,100,40,40,NA,NA,NA,NA,NA,NA
AL062008,2008-08-21T06:00:00Z,130,100,40,100,60,40,NA,NA,NA,NA,NA,NA
AL062008,2008-08-21T12:00:00Z,130,100,40,100,60,40,NA,NA,NA,NA,NA,NA
AL062008,2008-08-21T18:00:00Z,130,100,40,100,60,40,NA,NA,NA,NA,NA,NA
AL062008,2008-08-22T00:00:00Z,150,130,50,100,50,40,NA,NA,NA,NA,NA,NA
AL062008,2008-08-22T06:00:00Z,150,120,NA,NA,40,30,NA,NA,NA,NA,NA,NA
AL062008,2008-08-22T12:00:00Z,120,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL062008,2008-08-22T18:00:00Z,120,100,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL062008,2008-08-23T00:00:00Z,NA,80,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL062008,2008-08-23T06:00:00Z,NA,80,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL062008,2008-08-23T12:00:00Z,NA,80,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL062008,2008-08-23T18:00:00Z,NA,80,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL072008,2008-08-25T12:00:00Z,30,20,30,30,NA,NA,NA,NA,NA,NA,NA,NA
AL072008,2008-08-25T18:00:00Z,45,30,30,30,20,15,NA,NA,NA,NA,NA,NA
AL072008,2008-08-26T00:00:00Z,45,30,30,30,20,15,NA,NA,NA,NA,NA,NA
AL072008,2008-08-26T06:00:00Z,60,45,30,30,20,20,15,15,15,15,10,10
AL072008,2008-08-26T12:00:00Z,60,45,30,30,25,20,15,15,15,15,10,10
AL072008,2008-08-26T18:00:00Z,45,45,30,30,25,20,15,15,15,NA,NA,10
AL072008,2008-08-27T00:00:00Z,45,45,30,30,20,NA,NA,NA,NA,NA,NA,NA
AL072008,2008-08-27T06:00:00Z,45,45,30,30,NA,NA,NA,NA,NA,NA,NA,NA
AL072008,2008-08-27T12:00:00Z,45,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL072008,2008-08-27T18:00:00Z,45,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL072008,2008-08-28T00:00:00Z,30,30,NA,30,NA,NA,NA,NA,NA,NA,NA,NA
AL072008,2008-08-28T06:00:00Z,45,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA
AL072008,2008-08-28T12:00:00Z,60,45,40,40,20,NA,NA,NA,NA,NA,NA,NA
AL072008,2008-08-28T18:00:00Z,60,40,40,40,20,20,NA,NA,NA,NA,NA,NA
AL072008,2008-08-29T00:00:00Z,90,80,40,50,30,20,NA,NA,NA,NA,NA,NA
AL072008,2008-08-29T02:00:00Z,90,80,40,50,30,20,NA,NA,NA,NA,NA,NA
AL072008,2008-08-29T06:00:00Z,120,120,40,60,40,20,NA,20,NA,NA,NA,NA
AL072008,2008-08-29T12:00:00Z,120,120,40,60,50,30,NA,30,NA,NA,NA,NA
AL072008,2008-08-29T18:00:00Z,130,120,70,100,60,40,25,40,25,NA,NA,NA
AL072008,2008-08-30T00:00:00Z,140,120,90,120,75,50,35,50,50,NA,NA,NA
AL072008,2008-08-30T06:00:00Z,140,120,75,120,75,60,40,60,50,30,NA,30
AL072008,2008-08-30T12:00:00Z,140,120,75,120,90,90,45,60,50,30,25,30
AL072008,2008-08-30T18:00:00Z,150,120,90,120,100,90,45,60,60,40,25,30
AL072008,2008-08-30T22:00:00Z,155,120,95,125,100,90,50,65,60,45,20,30
AL072008,2008-08-31T00:00:00Z,160,120,100,135,100,90,60,75,60,40,30,35
AL072008,2008-08-31T06:00:00Z,175,135,120,135,120,75,60,75,45,30,30,30
AL072008,2008-08-31T12:00:00Z,190,150,120,150,120,90,60,90,45,30,25,30
AL072008,2008-08-31T18:00:00Z,200,175,130,165,120,90,60,90,60,40,25,40
AL072008,2008-09-01T00:00:00Z,200,180,140,180,130,90,60,120,70,40,30,60
AL072008,2008-09-01T06:00:00Z,220,200,140,160,130,100,60,100,70,40,30,50
AL072008,2008-09-01T12:00:00Z,200,200,140,150,130,100,60,90,70,50,40,40
AL072008,2008-09-01T15:00:00Z,175,175,140,135,130,100,70,75,35,50,40,30
AL072008,2008-09-01T18:00:00Z,150,160,140,75,45,75,70,50,25,30,30,25
AL072008,2008-09-02T00:00:00Z,100,100,75,60,35,35,NA,35,NA,NA,NA,NA
AL072008,2008-09-02T06:00:00Z,60,40,NA,40,NA,NA,NA,NA,NA,NA,NA,NA
AL082008,2008-08-28T12:00:00Z,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL082008,2008-08-28T18:00:00Z,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL082008,2008-08-29T00:00:00Z,50,50,NA,30,NA,NA,NA,NA,NA,NA,NA,NA
AL082008,2008-08-29T06:00:00Z,60,60,NA,30,NA,NA,NA,NA,NA,NA,NA,NA
AL082008,2008-08-29T12:00:00Z,75,75,NA,30,NA,NA,NA,NA,NA,NA,NA,NA
AL082008,2008-08-29T18:00:00Z,100,100,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
AL082008,2008-08-30T00:00:00Z,125,125,NA,75,NA,NA,NA,NA,NA,NA,NA,NA
AL082008,2008-08-30T06:00:00Z,150,125,NA,75,NA,NA,NA,NA,NA,NA,NA,NA
AL082008,2008-08-30T12:00:00Z,160,140,NA,75,NA,NA,NA,NA,NA,NA,NA,NA
AL082008,2008-08-30T18:00:00Z,160,140,NA,100,NA,NA,NA,NA,NA,NA,NA,NA
AL082008,2008-08-31T00:00:00Z,160,150,NA,130,75,NA,NA,75,NA,NA,NA,NA
AL082008,2008-08-31T06:00:00Z,140,140,NA,130,NA,NA,NA,NA,NA,NA,NA,NA
AL082008,2008-08-31T12:00:00Z,120,120,NA,120,NA,NA,NA,NA,NA,NA,NA,NA
AL082008,2008-08-31T18:00:00Z,100,100,75,100,NA,NA,NA,NA,NA,NA,NA,NA
AL082008,2008-09-01T00:00:00Z,100,100,75,100,NA,NA,NA,NA,NA,NA,NA,NA
AL082008,2008-09-01T06:00:00Z,120,120,75,100,60,60,40,50,NA,NA,NA,NA
AL082008,2008-09-01T12:00:00Z,120,140,75,100,60,60,40,50,NA,NA,NA,NA
AL082008,2008-09-01T18:00:00Z,130,140,75,100,90,90,40,50,40,NA,NA,NA
AL082008,2008-09-02T00:00:00Z,150,150,100,100,90,90,60,60,40,NA,NA,40
AL082008,2008-09-02T06:00:00Z,150,150,100,100,90,90,60,60,30,30,20,30
AL082008,2008-09-02T12:00:00Z,150,150,100,75,75,75,50,30,NA,NA,NA,NA
AL082008,2008-09-02T18:00:00Z,150,150,100,75,75,75,50,30,NA,NA,NA,NA
AL082008,2008-09-03T00:00:00Z,200,175,75,75,60,60,30,30,NA,NA,NA,NA
AL082008,2008-09-03T06:00:00Z,225,175,50,150,60,60,30,30,NA,NA,NA,NA
AL082008,2008-09-03T12:00:00Z,250,200,NA,200,NA,NA,NA,NA,NA,NA,NA,NA
AL082008,2008-09-03T18:00:00Z,250,200,NA,200,85,NA,NA,75,NA,NA,NA,NA
AL082008,2008-09-03T19:00:00Z,250,200,NA,200,85,NA,NA,75,NA,NA,NA,NA
AL082008,2008-09-04T00:00:00Z,250,200,30,230,85,NA,NA,75,NA,NA,NA,NA
AL082008,2008-09-04T06:00:00Z,250,200,30,230,90,NA,NA,90,NA,NA,NA,NA
AL082008,2008-09-04T12:00:00Z,275,200,30,230,90,NA,NA,90,NA,NA,NA,NA
AL082008,2008-09-04T18:00:00Z,275,225,30,200,90,NA,NA,90,NA,NA,NA,NA
AL082008,2008-09-05T00:00:00Z,275,225,60,150,90,NA,20,90,NA,NA,NA,NA
AL082008,2008-09-05T06:00:00Z,275,225,60,120,90,NA,20,90,NA,NA,NA,NA
AL082008,2008-09-05T12:00:00Z,250,225,75,120,90,90,20,90,NA,NA,NA,NA
AL082008,2008-09-05T18:00:00Z,250,200,75,120,90,90,20,50,NA,NA,NA,NA
AL082008,2008-09-06T00:00:00Z,200,175,75,75,60,60,20,50,NA,NA,NA,NA
AL082008,2008-09-06T06:00:00Z,175,175,75,NA,60,60,20,NA,NA,NA,NA,NA
AL082008,2008-09-06T07:00:00Z,175,175,75,NA,60,60,20,NA,NA,NA,NA,NA
AL082008,2008-09-06T12:00:00Z,175,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL082008,2008-09-06T18:00:00Z,160,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL082008,2008-09-07T00:00:00Z,160,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL082008,2008-09-07T06:00:00Z,NA,175,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL082008,2008-09-07T12:00:00Z,NA,210,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL082008,2008-09-07T18:00:00Z,NA,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL082008,2008-09-08T00:00:00Z,NA,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL082008,2008-09-08T06:00:00Z,NA,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL082008,2008-09-08T12:00:00Z,120,240,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
AL092008,2008-09-01T12:00:00Z,120,75,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
AL092008,2008-09-01T18:00:00Z,130,110,NA,75,NA,NA,NA,NA,NA,NA,NA,NA
AL092008,2008-09-02T00:00:00Z,140,120,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
AL092008,2008-09-02T06:00:00Z,145,120,NA,120,NA,NA,NA,NA,NA,NA,NA,NA
AL092008,2008-09-02T12:00:00Z,150,120,NA,120,90,NA,NA,NA,NA,NA,NA,NA
AL092008,2008-09-02T18:00:00Z,150,120,45,120,90,NA,NA,NA,NA,NA,NA,NA
AL092008,2008-09-03T00:00:00Z,150,115,45,120,75,NA,NA,30,NA,NA,NA,NA
AL092008,2008-09-03T06:00:00Z,145,110,45,120,75,NA,NA,30,NA,NA,NA,NA
AL092008,2008-09-03T12:00:00Z,135,105,50,120,75,NA,NA,40,NA,NA,NA,NA
AL092008,2008-09-03T18:00:00Z,130,100,60,120,75,50,30,50,30,NA,NA,NA
AL092008,2008-09-04T00:00:00Z,120,100,75,120,75,50,40,50,30,25,20,25
AL092008,2008-09-04T06:00:00Z,115,100,90,120,75,50,40,60,30,25,20,25
AL092008,2008-09-04T12:00:00Z,110,95,90,90,60,55,40,50,40,30,25,30
AL092008,2008-09-04T18:00:00Z,105,95,90,85,60,55,40,50,40,30,25,30
AL092008,2008-09-05T00:00:00Z,105,95,90,80,50,50,40,50,40,30,25,30
AL092008,2008-09-05T06:00:00Z,105,90,90,85,50,50,45,50,40,30,30,30
AL092008,2008-09-05T12:00:00Z,105,90,90,90,50,50,45,50,40,30,30,30
AL092008,2008-09-05T18:00:00Z,105,90,90,105,50,50,45,50,40,35,30,35
AL092008,2008-09-06T00:00:00Z,105,90,90,110,50,50,45,50,40,35,30,35
AL092008,2008-09-06T06:00:00Z,105,90,90,115,60,50,45,50,40,35,30,35
AL092008,2008-09-06T12:00:00Z,110,90,90,120,60,60,45,50,40,35,30,35
AL092008,2008-09-06T18:00:00Z,115,95,100,125,60,70,45,60,40,35,30,35
AL092008,2008-09-07T00:00:00Z,120,100,100,125,75,75,50,60,40,40,30,35
AL092008,2008-09-07T06:00:00Z,130,110,100,125,75,75,50,75,40,40,30,40
AL092008,2008-09-07T12:00:00Z,140,120,100,125,90,75,50,75,50,40,30,50
AL092008,2008-09-07T13:00:00Z,140,120,100,125,90,75,50,75,50,40,30,50
AL092008,2008-09-07T18:00:00Z,145,125,100,125,90,90,50,75,50,40,30,50
AL092008,2008-09-08T00:00:00Z,150,140,100,125,90,105,50,75,50,40,30,50
AL092008,2008-09-08T02:00:00Z,150,140,100,125,90,105,50,75,50,40,30,50
AL092008,2008-09-08T06:00:00Z,155,175,100,125,90,120,50,75,50,40,30,50
AL092008,2008-09-08T12:00:00Z,155,180,100,125,90,120,50,60,40,40,30,45
AL092008,2008-09-08T18:00:00Z,155,180,100,125,90,120,30,45,30,30,NA,30
AL092008,2008-09-09T00:00:00Z,155,180,100,150,90,90,30,60,30,30,NA,30
AL092008,2008-09-09T06:00:00Z,155,160,100,170,90,75,30,75,30,30,NA,30
AL092008,2008-09-09T12:00:00Z,155,155,100,170,90,75,30,90,30,NA,NA,30
AL092008,2008-09-09T14:00:00Z,155,155,100,170,90,75,30,90,30,NA,NA,30
AL092008,2008-09-09T18:00:00Z,155,150,105,170,100,75,30,90,20,NA,NA,30
AL092008,2008-09-10T00:00:00Z,160,150,110,180,100,75,30,90,30,NA,NA,20
AL092008,2008-09-10T06:00:00Z,170,150,115,180,110,75,45,90,45,NA,NA,20
AL092008,2008-09-10T12:00:00Z,180,155,120,180,120,80,60,100,75,20,15,45
AL092008,2008-09-10T18:00:00Z,195,160,120,180,130,90,75,110,90,40,30,60
AL092008,2008-09-11T00:00:00Z,210,170,120,180,140,105,90,125,100,60,30,75
AL092008,2008-09-11T06:00:00Z,220,190,130,180,150,120,90,140,100,75,30,75
AL092008,2008-09-11T12:00:00Z,230,240,150,180,150,135,90,140,100,75,30,60
AL092008,2008-09-11T18:00:00Z,240,240,150,180,150,150,90,140,100,75,30,60
AL092008,2008-09-12T00:00:00Z,240,230,150,180,150,150,100,140,100,75,60,60
AL092008,2008-09-12T06:00:00Z,240,215,150,180,150,150,100,140,105,75,60,60
AL092008,2008-09-12T12:00:00Z,240,210,150,180,150,150,100,140,105,75,60,60
AL092008,2008-09-12T18:00:00Z,240,205,150,175,150,150,90,105,105,90,60,75
AL092008,2008-09-13T00:00:00Z,240,200,150,170,150,160,80,90,110,90,60,75
AL092008,2008-09-13T06:00:00Z,225,200,125,125,150,160,80,75,110,90,55,45
AL092008,2008-09-13T07:00:00Z,225,200,125,125,150,160,80,75,110,90,55,45
AL092008,2008-09-13T12:00:00Z,125,180,125,60,75,90,60,45,50,45,30,20
AL092008,2008-09-13T18:00:00Z,75,150,60,40,40,45,NA,NA,NA,NA,NA,NA
AL092008,2008-09-14T00:00:00Z,60,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL092008,2008-09-14T06:00:00Z,45,90,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL092008,2008-09-14T12:00:00Z,NA,90,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL092008,2008-09-14T18:00:00Z,NA,180,150,NA,NA,160,NA,NA,NA,NA,NA,NA
AL092008,2008-09-15T00:00:00Z,NA,180,150,NA,NA,160,NA,NA,NA,NA,NA,NA
AL092008,2008-09-15T06:00:00Z,NA,180,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL092008,2008-09-15T12:00:00Z,NA,180,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL102008,2008-09-02T06:00:00Z,30,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA
AL102008,2008-09-02T12:00:00Z,30,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA
AL102008,2008-09-02T18:00:00Z,50,30,30,50,NA,NA,NA,NA,NA,NA,NA,NA
AL102008,2008-09-03T00:00:00Z,75,75,75,50,25,25,NA,NA,NA,NA,NA,NA
AL102008,2008-09-03T06:00:00Z,80,80,80,50,25,25,25,NA,NA,NA,NA,NA
AL102008,2008-09-03T12:00:00Z,90,90,90,75,30,30,30,30,NA,NA,NA,NA
AL102008,2008-09-03T18:00:00Z,90,90,90,75,30,30,30,30,NA,NA,NA,NA
AL102008,2008-09-04T00:00:00Z,90,60,60,90,30,NA,NA,30,NA,NA,NA,NA
AL102008,2008-09-04T06:00:00Z,90,60,60,90,20,NA,NA,20,NA,NA,NA,NA
AL102008,2008-09-04T12:00:00Z,120,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
AL102008,2008-09-04T18:00:00Z,120,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
AL102008,2008-09-05T00:00:00Z,150,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA
AL102008,2008-09-05T06:00:00Z,150,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA
AL102008,2008-09-05T12:00:00Z,120,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA
AL102008,2008-09-05T18:00:00Z,90,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
AL112008,2008-09-25T06:00:00Z,90,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL112008,2008-09-25T12:00:00Z,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL112008,2008-09-25T18:00:00Z,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL112008,2008-09-26T00:00:00Z,90,100,15,15,NA,NA,NA,NA,NA,NA,NA,NA
AL112008,2008-09-26T06:00:00Z,140,120,20,30,30,NA,NA,NA,NA,NA,NA,NA
AL112008,2008-09-26T12:00:00Z,180,120,20,30,45,NA,NA,NA,NA,NA,NA,NA
AL112008,2008-09-26T18:00:00Z,180,140,NA,NA,90,NA,NA,NA,NA,NA,NA,NA
AL112008,2008-09-27T00:00:00Z,180,140,NA,NA,90,NA,NA,NA,NA,NA,NA,NA
AL112008,2008-09-27T06:00:00Z,180,140,NA,110,90,NA,NA,NA,NA,NA,NA,NA
AL112008,2008-09-27T12:00:00Z,180,140,NA,110,90,NA,NA,45,60,NA,NA,NA
AL112008,2008-09-27T18:00:00Z,180,140,NA,110,90,90,NA,45,60,NA,NA,NA
AL112008,2008-09-28T00:00:00Z,180,140,NA,110,105,90,NA,45,60,NA,NA,NA
AL112008,2008-09-28T06:00:00Z,180,140,NA,110,105,90,NA,45,60,NA,NA,NA
AL112008,2008-09-28T12:00:00Z,180,140,110,110,105,90,60,60,60,60,40,40
AL112008,2008-09-28T18:00:00Z,180,200,110,110,105,90,60,60,75,60,40,40
AL112008,2008-09-29T00:00:00Z,210,210,110,75,75,90,60,45,70,50,40,40
AL112008,2008-09-29T06:00:00Z,210,210,110,75,75,90,60,45,NA,NA,NA,NA
AL112008,2008-09-29T12:00:00Z,210,210,110,75,NA,NA,NA,NA,NA,NA,NA,NA
AL112008,2008-09-29T18:00:00Z,210,210,110,75,NA,NA,NA,NA,NA,NA,NA,NA
AL112008,2008-09-30T00:00:00Z,210,210,110,75,NA,NA,NA,NA,NA,NA,NA,NA
AL122008,2008-09-26T00:00:00Z,NA,NA,360,420,NA,NA,NA,NA,NA,NA,NA,NA
AL122008,2008-09-26T06:00:00Z,NA,NA,360,420,NA,NA,NA,NA,NA,NA,NA,NA
AL122008,2008-09-26T12:00:00Z,NA,NA,360,360,NA,NA,240,240,NA,NA,NA,NA
AL122008,2008-09-26T18:00:00Z,240,NA,360,360,NA,NA,240,240,NA,NA,NA,NA
AL122008,2008-09-27T00:00:00Z,300,NA,300,360,150,NA,240,240,NA,NA,NA,NA
AL122008,2008-09-27T06:00:00Z,360,240,240,360,150,150,150,240,120,NA,NA,180
AL122008,2008-09-27T12:00:00Z,360,240,240,360,150,150,150,240,120,NA,NA,180
AL122008,2008-09-27T18:00:00Z,360,240,240,360,150,150,150,240,120,NA,NA,180
AL122008,2008-09-28T00:00:00Z,300,200,240,330,150,120,120,200,NA,NA,NA,NA
AL122008,2008-09-28T06:00:00Z,300,120,240,330,150,90,120,200,NA,NA,NA,NA
AL122008,2008-09-28T12:00:00Z,300,120,240,330,90,90,120,180,NA,NA,NA,NA
AL122008,2008-09-28T18:00:00Z,300,120,240,330,90,90,120,180,NA,NA,NA,NA
AL122008,2008-09-29T00:00:00Z,240,120,210,270,90,90,100,120,NA,NA,NA,NA
